BIRIM;TARIH;SAAT;CIRO;  altin ;euro;dolar;temperature;special days
B;3.18.2013;19;3451.41;93734,19;23521;18170;5;0
B;3.18.2013;20;2292.29;93734,19;23521;18170;5;0
B;3.18.2013;21;1642.19;93734,19;23521;18170;5;0
B;3.19.2013;10;159.44;94355,06;23533;18184;11;0
B;3.19.2013;11;1731.97;94355,06;23533;18184;11;0
B;3.19.2013;12;1016.33;94355,06;23533;18184;11;0
B;3.19.2013;13;1580.11;94355,06;23533;18184;11;0
B;3.19.2013;14;2260.96;94355,06;23533;18184;11;0
B;3.19.2013;15;2022.55;94355,06;23533;18184;11;0
B;3.19.2013;16;1071.96;94355,06;23533;18184;11;0
B;3.19.2013;17;2002.55;94355,06;23533;18184;11;0
B;3.19.2013;18;2596.42;94355,06;23533;18184;11;0
B;3.19.2013;19;2974.38;94355,06;23533;18184;11;0
B;3.19.2013;20;2480.1;94355,06;23533;18184;11;0
B;3.19.2013;21;1892.3;94355,06;23533;18184;11;0
B;3.20.2013;10;168.89;94219,23;23550;18220;14;0
B;3.20.2013;11;1431.41;94219,23;23550;18220;14;0
B;3.20.2013;12;518.86;94219,23;23550;18220;14;0
B;3.20.2013;13;760.51;94219,23;23550;18220;14;0
B;3.20.2013;14;879.23;94219,23;23550;18220;14;0
B;3.20.2013;15;1896.3;94219,23;23550;18220;14;0
B;3.20.2013;16;2383.04;94219,23;23550;18220;14;0
B;3.20.2013;17;1131.08;94219,23;23550;18220;14;0
B;3.20.2013;18;2042.27;94219,23;23550;18220;14;0
B;3.20.2013;19;2487.7;94219,23;23550;18220;14;0
B;3.20.2013;20;2392.88;94219,23;23550;18220;14;0
B;3.20.2013;21;1800.23;94219,23;23550;18220;14;0
B;3.21.2013;10;384.5;94039,12;23469;18184;15;0
B;3.21.2013;11;713.75;94039,12;23469;18184;15;0
B;3.21.2013;12;1154.96;94039,12;23469;18184;15;0
B;3.21.2013;13;1215.64;94039,12;23469;18184;15;0
B;3.21.2013;14;1285.67;94039,12;23469;18184;15;0
B;3.21.2013;15;1640.91;94039,12;23469;18184;15;0
B;3.21.2013;16;2711.19;94039,12;23469;18184;15;0
B;3.21.2013;17;2475.9;94039,12;23469;18184;15;0
B;3.21.2013;18;2853.23;94039,12;23469;18184;15;0
B;3.21.2013;19;1340.81;94039,12;23469;18184;15;0
B;3.21.2013;20;2444.43;94039,12;23469;18184;15;0
B;3.21.2013;21;1930.98;94039,12;23469;18184;15;0
B;3.22.2013;10;16.47;94039,12;23553;18207;8;0
B;3.22.2013;11;895.4;94039,12;23553;18207;8;0
B;3.22.2013;12;2562.7;94039,12;23553;18207;8;0
B;3.22.2013;13;1491.48;94039,12;23553;18207;8;0
B;3.22.2013;14;1158.14;94039,12;23553;18207;8;0
B;3.22.2013;15;2444.94;94039,12;23553;18207;8;0
B;3.22.2013;16;3370.23;94039,12;23553;18207;8;0
B;3.22.2013;17;2053.17;94039,12;23553;18207;8;0
B;3.22.2013;18;3233.45;94039,12;23553;18207;8;0
B;3.22.2013;19;3074.44;94039,12;23553;18207;8;0
B;3.22.2013;20;1406.54;94039,12;23553;18207;8;0
B;3.22.2013;21;2128.4;94039,12;23553;18207;8;0
B;3.23.2013;10;156.17;94039,12;23553;18207;8;0
B;3.23.2013;11;1569.35;94039,12;23553;18207;8;0
B;3.23.2013;12;2212.69;94039,12;23553;18207;8;0
B;3.23.2013;13;2713.69;94039,12;23553;18207;8;0
B;3.23.2013;14;6875.75;94039,12;23553;18207;8;0
B;3.23.2013;15;6156.55;94039,12;23553;18207;8;0
B;3.23.2013;16;5872.72;94039,12;23553;18207;8;0
B;3.23.2013;17;5563.11;94039,12;23553;18207;8;0
B;3.23.2013;18;3311.73;94039,12;23553;18207;8;0
B;3.23.2013;19;4709.44;94039,12;23553;18207;8;0
B;3.23.2013;20;3585.58;94039,12;23553;18207;8;0
B;3.23.2013;21;3222.01;94039,12;23553;18207;8;0
B;3.24.2013;10;388.82;93719,23;23553;18207;9;0
B;3.24.2013;11;2630.4;93719,23;23553;18207;9;0
B;3.24.2013;12;2475.09;93719,23;23553;18207;9;0
B;3.24.2013;13;2791.66;93719,23;23553;18207;9;0
B;3.24.2013;14;5793.43;93719,23;23553;18207;9;0
B;3.24.2013;15;4663.77;93719,23;23553;18207;9;0
B;3.24.2013;16;5201.16;93719,23;23553;18207;9;0
B;3.24.2013;17;4728.29;93719,23;23553;18207;9;0
B;3.24.2013;18;5181.06;93719,23;23553;18207;9;0
B;3.24.2013;19;3798;93719,23;23553;18207;9;0
B;3.24.2013;20;3185.41;93719,23;23553;18207;9;0
B;3.24.2013;21;2046.62;93719,23;23553;18207;9;0
B;3.25.2013;10;190.45;93548,46;23594;18172;10;0
B;3.25.2013;11;322.55;93548,46;23594;18172;10;0
B;3.25.2013;12;1440.53;93548,46;23594;18172;10;0
B;3.25.2013;13;302.65;93548,46;23594;18172;10;0
B;3.25.2013;14;1166.28;93548,46;23594;18172;10;0
B;3.25.2013;15;803.65;93548,46;23594;18172;10;0
B;3.25.2013;16;1085.53;93548,46;23594;18172;10;0
B;3.25.2013;17;1286.46;93548,46;23594;18172;10;0
B;3.25.2013;18;2075.07;93548,46;23594;18172;10;0
B;3.25.2013;19;1177.64;93548,46;23594;18172;10;0
B;3.25.2013;20;1930.52;93548,46;23594;18172;10;0
B;3.25.2013;21;756.32;93548,46;23594;18172;10;0
B;3.26.2013;10;676.3;93475,81;23421;18200;12;0
B;3.26.2013;11;833.58;93475,81;23421;18200;12;0
B;3.26.2013;12;1274.57;93475,81;23421;18200;12;0
B;3.26.2013;13;329.03;93475,81;23421;18200;12;0
B;3.26.2013;14;1868.74;93475,81;23421;18200;12;0
B;3.26.2013;15;2570.8;93475,81;23421;18200;12;0
B;3.26.2013;16;2549.85;93475,81;23421;18200;12;0
B;3.26.2013;17;885.31;93475,81;23421;18200;12;0
B;3.26.2013;18;2141.76;93475,81;23421;18200;12;0
B;3.26.2013;19;2089.1;93475,81;23421;18200;12;0
B;3.26.2013;20;2446.94;93475,81;23421;18200;12;0
B;3.26.2013;21;1185.19;93475,81;23421;18200;12;0
B;3.27.2013;10;123.8;93508,86;23298;18209;8;0
B;3.27.2013;11;693.52;93508,86;23298;18209;8;0
B;3.27.2013;12;807.28;93508,86;23298;18209;8;0
B;3.27.2013;13;2470.3;93508,86;23298;18209;8;0
B;3.27.2013;14;1588.89;93508,86;23298;18209;8;0
B;3.27.2013;15;3418.33;93508,86;23298;18209;8;0
B;3.27.2013;16;1425.22;93508,86;23298;18209;8;0
B;3.27.2013;17;3961.09;93508,86;23298;18209;8;0
B;3.27.2013;18;1976.51;93508,86;23298;18209;8;0
B;3.27.2013;19;1886.59;93508,86;23298;18209;8;0
B;3.27.2013;20;3504.1;93508,86;23298;18209;8;0
B;3.27.2013;21;3320.27;93508,86;23298;18209;8;0
B;3.28.2013;10;70.68;93087,59;23248;18170;8;0
B;3.28.2013;11;203.76;93087,59;23248;18170;8;0
B;3.28.2013;12;1759.86;93087,59;23248;18170;8;0
B;3.28.2013;13;737.86;93087,59;23248;18170;8;0
B;3.28.2013;14;1355.41;93087,59;23248;18170;8;0
B;3.28.2013;15;2238.1;93087,59;23248;18170;8;0
B;3.28.2013;16;1800.08;93087,59;23248;18170;8;0
B;3.28.2013;17;1815.63;93087,59;23248;18170;8;0
B;3.28.2013;18;1782.98;93087,59;23248;18170;8;0
B;3.28.2013;19;1971.66;93087,59;23248;18170;8;0
B;3.28.2013;20;1697.65;93087,59;23248;18170;8;0
B;3.28.2013;21;1195.14;93087,59;23248;18170;8;0
B;3.29.2013;10;598.63;93087,59;23230;18120;9;0
B;3.29.2013;11;594.15;93087,59;23230;18120;9;0
B;3.29.2013;12;776.39;93087,59;23230;18120;9;0
B;3.29.2013;13;3021.27;93087,59;23230;18120;9;0
B;3.29.2013;14;2101.89;93087,59;23230;18120;9;0
B;3.29.2013;15;3494.4;93087,59;23230;18120;9;0
B;3.29.2013;16;1855.95;93087,59;23230;18120;9;0
B;3.29.2013;17;2265.33;93087,59;23230;18120;9;0
B;3.29.2013;18;2500.89;93087,59;23230;18120;9;0
B;3.29.2013;19;2648.33;93087,59;23230;18120;9;0
B;3.29.2013;20;2384.13;93087,59;23230;18120;9;0
B;3.29.2013;21;1867.68;93087,59;23230;18120;9;0
B;3.30.2013;10;953.53;93087,59;23230;18120;12;0
B;3.30.2013;11;2706.03;93087,59;23230;18120;12;0
B;3.30.2013;12;4298.21;93087,59;23230;18120;12;0
B;3.30.2013;13;5339.7;93087,59;23230;18120;12;0
B;3.30.2013;14;8240.42;93087,59;23230;18120;12;0
B;3.30.2013;15;7188.11;93087,59;23230;18120;12;0
B;3.30.2013;16;8089.34;93087,59;23230;18120;12;0
B;3.30.2013;17;4913.55;93087,59;23230;18120;12;0
B;3.30.2013;18;6899.47;93087,59;23230;18120;12;0
B;3.30.2013;19;5923.18;93087,59;23230;18120;12;0
B;3.30.2013;20;3273.25;93087,59;23230;18120;12;0
B;3.30.2013;21;4259.05;93087,59;23230;18120;12;0
B;3.31.2013;10;431.65;93124,72;23230;18120;18;0
B;3.31.2013;11;1745.62;93124,72;23230;18120;18;0
B;3.31.2013;12;2447.79;93124,72;23230;18120;18;0
B;3.31.2013;13;4166.44;93124,72;23230;18120;18;0
B;3.31.2013;14;4758.29;93124,72;23230;18120;18;0
B;3.31.2013;15;7691.65;93124,72;23230;18120;18;0
B;3.31.2013;16;9360.08;93124,72;23230;18120;18;0
B;3.31.2013;17;6893.78;93124,72;23230;18120;18;0
B;3.31.2013;18;7250.31;93124,72;23230;18120;18;0
B;3.31.2013;19;4883.38;93124,72;23230;18120;18;0
B;3.31.2013;20;5364.96;93124,72;23230;18120;18;0
B;3.31.2013;21;4354.87;93124,72;23230;18120;18;0
B;1.4.2013;10;20.59;92931,7;23235;18131;17;0
B;1.4.2013;11;704.23;92931,7;23235;18131;17;0
B;1.4.2013;12;1247.59;92931,7;23235;18131;17;0
B;1.4.2013;13;1365.69;92931,7;23235;18131;17;0
B;1.4.2013;14;2694.29;92931,7;23235;18131;17;0
B;1.4.2013;15;2810.42;92931,7;23235;18131;17;0
B;1.4.2013;16;2201.86;92931,7;23235;18131;17;0
B;1.4.2013;17;2486.45;92931,7;23235;18131;17;0
B;1.4.2013;18;2976.6;92931,7;23235;18131;17;0
B;1.4.2013;19;2937.41;92931,7;23235;18131;17;0
B;1.4.2013;20;2187.79;92931,7;23235;18131;17;0
B;1.4.2013;21;2611.41;92931,7;23235;18131;17;0
B;2.4.2013;10;155.66;91356,35;23215;18081;16;0
B;2.4.2013;11;532.96;91356,35;23215;18081;16;0
B;2.4.2013;12;695.48;91356,35;23215;18081;16;0
B;2.4.2013;13;2275.64;91356,35;23215;18081;16;0
B;2.4.2013;14;701.79;91356,35;23215;18081;16;0
B;2.4.2013;15;3033.4;91356,35;23215;18081;16;0
B;2.4.2013;16;1437.67;91356,35;23215;18081;16;0
B;2.4.2013;17;1564.72;91356,35;23215;18081;16;0
B;2.4.2013;18;2500.94;91356,35;23215;18081;16;0
B;2.4.2013;19;2741.62;91356,35;23215;18081;16;0
B;2.4.2013;20;2680.5;91356,35;23215;18081;16;0
B;2.4.2013;21;1505.65;91356,35;23215;18081;16;0
B;3.4.2013;10;358.93;90175,71;23195;18093;17;0
B;3.4.2013;11;476.34;90175,71;23195;18093;17;0
B;3.4.2013;12;1265.77;90175,71;23195;18093;17;0
B;3.4.2013;13;1520.84;90175,71;23195;18093;17;0
B;3.4.2013;14;410.65;90175,71;23195;18093;17;0
B;3.4.2013;15;1724.18;90175,71;23195;18093;17;0
B;3.4.2013;16;2786.82;90175,71;23195;18093;17;0
B;3.4.2013;17;2593.52;90175,71;23195;18093;17;0
B;3.4.2013;18;2249.15;90175,71;23195;18093;17;0
B;3.4.2013;19;2076.47;90175,71;23195;18093;17;0
B;3.4.2013;20;2175.43;90175,71;23195;18093;17;0
B;3.4.2013;21;1662.06;90175,71;23195;18093;17;0
B;4.4.2013;10;81.12;90132,23;23191;18108;13;0
B;4.4.2013;11;154.45;90132,23;23191;18108;13;0
B;4.4.2013;12;1382.46;90132,23;23191;18108;13;0
B;4.4.2013;13;358.06;90132,23;23191;18108;13;0
B;4.4.2013;14;1321.57;90132,23;23191;18108;13;0
B;4.4.2013;15;917.92;90132,23;23191;18108;13;0
B;4.4.2013;16;677.49;90132,23;23191;18108;13;0
B;4.4.2013;17;1958.28;90132,23;23191;18108;13;0
B;4.4.2013;18;496.33;90132,23;23191;18108;13;0
B;4.4.2013;19;970.55;90132,23;23191;18108;13;0
B;4.4.2013;20;1586.7;90132,23;23191;18108;13;0
B;4.4.2013;21;1849.31;90132,23;23191;18108;13;0
B;5.4.2013;10;0;90132,23;23329;18039;15;0
B;5.4.2013;11;712.54;90132,23;23329;18039;15;0
B;5.4.2013;12;1173.58;90132,23;23329;18039;15;0
B;5.4.2013;13;1235.49;90132,23;23329;18039;15;0
B;5.4.2013;14;2316.97;90132,23;23329;18039;15;0
B;5.4.2013;15;2520.28;90132,23;23329;18039;15;0
B;5.4.2013;16;1714.04;90132,23;23329;18039;15;0
B;5.4.2013;17;1670.67;90132,23;23329;18039;15;0
B;5.4.2013;18;1350.51;90132,23;23329;18039;15;0
B;5.4.2013;19;1658.58;90132,23;23329;18039;15;0
B;5.4.2013;20;1687.97;90132,23;23329;18039;15;0
B;5.4.2013;21;1749.29;90132,23;23329;18039;15;0
B;6.4.2013;10;250.22;90132,23;23329;18039;18;0
B;6.4.2013;11;1395.8;90132,23;23329;18039;18;0
B;6.4.2013;12;1907.76;90132,23;23329;18039;18;0
B;6.4.2013;13;2165.32;90132,23;23329;18039;18;0
B;6.4.2013;14;3239.11;90132,23;23329;18039;18;0
B;6.4.2013;15;5536.36;90132,23;23329;18039;18;0
B;6.4.2013;16;3881.77;90132,23;23329;18039;18;0
B;6.4.2013;17;4828.49;90132,23;23329;18039;18;0
B;6.4.2013;18;3797.11;90132,23;23329;18039;18;0
B;6.4.2013;19;2016.33;90132,23;23329;18039;18;0
B;6.4.2013;20;3433.27;90132,23;23329;18039;18;0
B;6.4.2013;21;2609.15;90132,23;23329;18039;18;0
B;7.4.2013;10;573.67;90900,97;23329;18039;13;0
B;7.4.2013;11;1172.07;90900,97;23329;18039;13;0
B;7.4.2013;12;2639.3;90900,97;23329;18039;13;0
B;7.4.2013;13;4255.79;90900,97;23329;18039;13;0
B;7.4.2013;14;5569.43;90900,97;23329;18039;13;0
B;7.4.2013;15;5012.07;90900,97;23329;18039;13;0
B;7.4.2013;16;6127.99;90900,97;23329;18039;13;0
B;7.4.2013;17;5448.17;90900,97;23329;18039;13;0
B;7.4.2013;18;4543.27;90900,97;23329;18039;13;0
B;7.4.2013;19;1927.42;90900,97;23329;18039;13;0
B;7.4.2013;20;2543.91;90900,97;23329;18039;13;0
B;7.4.2013;21;2508.75;90900,97;23329;18039;13;0
B;8.4.2013;10;66.93;90476,77;23310;17913;9;0
B;8.4.2013;11;1148.3;90476,77;23310;17913;9;0
B;8.4.2013;12;1061.94;90476,77;23310;17913;9;0
B;8.4.2013;13;799.69;90476,77;23310;17913;9;0
B;8.4.2013;14;741.86;90476,77;23310;17913;9;0
B;8.4.2013;15;987.34;90476,77;23310;17913;9;0
B;8.4.2013;16;1397.92;90476,77;23310;17913;9;0
B;8.4.2013;17;532.51;90476,77;23310;17913;9;0
B;8.4.2013;18;2389.6;90476,77;23310;17913;9;0
B;8.4.2013;19;1285.67;90476,77;23310;17913;9;0
B;8.4.2013;20;2896.84;90476,77;23310;17913;9;0
B;8.4.2013;21;1157.79;90476,77;23310;17913;9;0
B;9.4.2013;10;137.97;91035,69;23292;17862;8;0
B;9.4.2013;11;175.02;91035,69;23292;17862;8;0
B;9.4.2013;12;1030.16;91035,69;23292;17862;8;0
B;9.4.2013;13;864.28;91035,69;23292;17862;8;0
B;9.4.2013;14;1539.04;91035,69;23292;17862;8;0
B;9.4.2013;15;1286.27;91035,69;23292;17862;8;0
B;9.4.2013;16;2268.07;91035,69;23292;17862;8;0
B;9.4.2013;17;1893.95;91035,69;23292;17862;8;0
B;9.4.2013;18;1310.63;91035,69;23292;17862;8;0
B;9.4.2013;19;2486.85;91035,69;23292;17862;8;0
B;9.4.2013;20;2403.87;91035,69;23292;17862;8;0
B;9.4.2013;21;1638.27;91035,69;23292;17862;8;0
B;10.4.2013;10;1186.44;89637,76;23413;17866;10;0
B;10.4.2013;11;839.57;89637,76;23413;17866;10;0
B;10.4.2013;12;419.87;89637,76;23413;17866;10;0
B;10.4.2013;13;804.33;89637,76;23413;17866;10;0
B;10.4.2013;14;905.11;89637,76;23413;17866;10;0
B;10.4.2013;15;1770.14;89637,76;23413;17866;10;0
B;10.4.2013;16;1635.91;89637,76;23413;17866;10;0
B;10.4.2013;17;1331.14;89637,76;23413;17866;10;0
B;10.4.2013;18;1549.97;89637,76;23413;17866;10;0
B;10.4.2013;19;1482.73;89637,76;23413;17866;10;0
B;10.4.2013;20;1792.21;89637,76;23413;17866;10;0
B;10.4.2013;21;2531.1;89637,76;23413;17866;10;0
B;11.4.2013;10;383.12;89199,85;23431;17881;12;0
B;11.4.2013;11;1643.39;89199,85;23431;17881;12;0
B;11.4.2013;12;1520.7;89199,85;23431;17881;12;0
B;11.4.2013;13;1890.29;89199,85;23431;17881;12;0
B;11.4.2013;14;2434.49;89199,85;23431;17881;12;0
B;11.4.2013;15;1543.48;89199,85;23431;17881;12;0
B;11.4.2013;16;1955.24;89199,85;23431;17881;12;0
B;11.4.2013;17;1839.67;89199,85;23431;17881;12;0
B;11.4.2013;18;778.89;89199,85;23431;17881;12;0
B;11.4.2013;19;1111.47;89199,85;23431;17881;12;0
B;11.4.2013;20;2828.12;89199,85;23431;17881;12;0
B;11.4.2013;21;889.3;89199,85;23431;17881;12;0
B;12.4.2013;10;222.81;89199,85;23403;17915;13;0
B;12.4.2013;11;430.4;89199,85;23403;17915;13;0
B;12.4.2013;12;1474.76;89199,85;23403;17915;13;0
B;12.4.2013;13;3124.78;89199,85;23403;17915;13;0
B;12.4.2013;14;1545.11;89199,85;23403;17915;13;0
B;12.4.2013;15;1090.37;89199,85;23403;17915;13;0
B;12.4.2013;16;2371.23;89199,85;23403;17915;13;0
B;12.4.2013;17;2006.7;89199,85;23403;17915;13;0
B;12.4.2013;18;2266.51;89199,85;23403;17915;13;0
B;12.4.2013;19;1907.68;89199,85;23403;17915;13;0
B;12.4.2013;20;4243.67;89199,85;23403;17915;13;0
B;12.4.2013;21;1863.78;89199,85;23403;17915;13;0
B;4.13.2013;10;501.43;89199,85;23403;17915;16;0
B;4.13.2013;11;1285.03;89199,85;23403;17915;16;0
B;4.13.2013;12;2201.7;89199,85;23403;17915;16;0
B;4.13.2013;13;2465.67;89199,85;23403;17915;16;0
B;4.13.2013;14;4068.11;89199,85;23403;17915;16;0
B;4.13.2013;15;3338.81;89199,85;23403;17915;16;0
B;4.13.2013;16;4991.31;89199,85;23403;17915;16;0
B;4.13.2013;17;4884.95;89199,85;23403;17915;16;0
B;4.13.2013;18;4057.61;89199,85;23403;17915;16;0
B;4.13.2013;19;3636.52;89199,85;23403;17915;16;0
B;4.13.2013;20;4592.55;89199,85;23403;17915;16;0
B;4.13.2013;21;1965.33;89199,85;23403;17915;16;0
B;4.14.2013;10;185.33;83253,1;23403;17915;13;0
B;4.14.2013;11;1131.28;83253,1;23403;17915;13;0
B;4.14.2013;12;3405.39;83253,1;23403;17915;13;0
B;4.14.2013;13;3236.64;83253,1;23403;17915;13;0
B;4.14.2013;14;3164.33;83253,1;23403;17915;13;0
B;4.14.2013;15;8495.81;83253,1;23403;17915;13;0
B;4.14.2013;16;6424.21;83253,1;23403;17915;13;0
B;4.14.2013;17;4548.72;83253,1;23403;17915;13;0
B;4.14.2013;18;5659.39;83253,1;23403;17915;13;0
B;4.14.2013;19;4977.88;83253,1;23403;17915;13;0
B;4.14.2013;20;4195.42;83253,1;23403;17915;13;0
B;4.14.2013;21;2087.58;83253,1;23403;17915;13;0
B;4.15.2013;10;338.1;80124,3;23433;17922;12;0
B;4.15.2013;11;780.31;80124,3;23433;17922;12;0
B;4.15.2013;12;844.93;80124,3;23433;17922;12;0
B;4.15.2013;13;1943.84;80124,3;23433;17922;12;0
B;4.15.2013;14;1522.47;80124,3;23433;17922;12;0
B;4.15.2013;15;1888.18;80124,3;23433;17922;12;0
B;4.15.2013;16;799.12;80124,3;23433;17922;12;0
B;4.15.2013;17;2713.29;80124,3;23433;17922;12;0
B;4.15.2013;18;3274.28;80124,3;23433;17922;12;0
B;4.15.2013;19;1752.98;80124,3;23433;17922;12;0
B;4.15.2013;20;1920.41;80124,3;23433;17922;12;0
B;4.15.2013;21;808.78;80124,3;23433;17922;12;0
B;4.16.2013;10;153.41;79662,38;23495;17954;9;0
B;4.16.2013;11;540.32;79662,38;23495;17954;9;0
B;4.16.2013;12;644.03;79662,38;23495;17954;9;0
B;4.16.2013;13;1228.85;79662,38;23495;17954;9;0
B;4.16.2013;14;1160.33;79662,38;23495;17954;9;0
B;4.16.2013;15;1256.22;79662,38;23495;17954;9;0
B;4.16.2013;16;1200.36;79662,38;23495;17954;9;0
B;4.16.2013;17;2194.67;79662,38;23495;17954;9;0
B;4.16.2013;18;1774.2;79662,38;23495;17954;9;0
B;4.16.2013;19;3857.41;79662,38;23495;17954;9;0
B;4.16.2013;20;1342.5;79662,38;23495;17954;9;0
B;4.16.2013;21;2019.44;79662,38;23495;17954;9;0
B;4.17.2013;10;461.17;80768,44;23578;17920;11;0
B;4.17.2013;11;1165.9;80768,44;23578;17920;11;0
B;4.17.2013;12;1842.41;80768,44;23578;17920;11;0
B;4.17.2013;13;741.94;80768,44;23578;17920;11;0
B;4.17.2013;14;3261.01;80768,44;23578;17920;11;0
B;4.17.2013;15;1695.76;80768,44;23578;17920;11;0
B;4.17.2013;16;2465;80768,44;23578;17920;11;0
B;4.17.2013;17;2033.95;80768,44;23578;17920;11;0
B;4.17.2013;18;1848.19;80768,44;23578;17920;11;0
B;4.17.2013;19;1627.95;80768,44;23578;17920;11;0
B;4.17.2013;20;2129.49;80768,44;23578;17920;11;0
B;4.17.2013;21;1419.15;80768,44;23578;17920;11;0
B;4.18.2013;10;184.77;83140,7;23464;17976;11;0
B;4.18.2013;11;1029.32;83140,7;23464;17976;11;0
B;4.18.2013;12;758.73;83140,7;23464;17976;11;0
B;4.18.2013;13;1272.57;83140,7;23464;17976;11;0
B;4.18.2013;14;1872.44;83140,7;23464;17976;11;0
B;4.18.2013;15;1164.51;83140,7;23464;17976;11;0
B;4.18.2013;16;3363.79;83140,7;23464;17976;11;0
B;4.18.2013;17;826.98;83140,7;23464;17976;11;0
B;4.18.2013;18;2065.38;83140,7;23464;17976;11;0
B;4.18.2013;19;1473.31;83140,7;23464;17976;11;0
B;4.18.2013;20;2749.85;83140,7;23464;17976;11;0
B;4.18.2013;21;2018.75;83140,7;23464;17976;11;0
B;4.19.2013;10;983.56;83140,7;23541;17997;12;0
B;4.19.2013;11;1400.22;83140,7;23541;17997;12;0
B;4.19.2013;12;1486.69;83140,7;23541;17997;12;0
B;4.19.2013;13;621.93;83140,7;23541;17997;12;0
B;4.19.2013;14;1673.92;83140,7;23541;17997;12;0
B;4.19.2013;15;1326.06;83140,7;23541;17997;12;0
B;4.19.2013;16;2036.52;83140,7;23541;17997;12;0
B;4.19.2013;17;900.43;83140,7;23541;17997;12;0
B;4.19.2013;18;1463.84;83140,7;23541;17997;12;0
B;4.19.2013;19;1378.35;83140,7;23541;17997;12;0
B;4.19.2013;20;1655.89;83140,7;23541;17997;12;0
B;4.19.2013;21;1805.31;83140,7;23541;17997;12;0
B;4.20.2013;10;474.53;83140,7;23541;17997;11;0
B;4.20.2013;11;902.52;83140,7;23541;17997;11;0
B;4.20.2013;12;1345.79;83140,7;23541;17997;11;0
B;4.20.2013;13;2523.45;83140,7;23541;17997;11;0
B;4.20.2013;14;2723.82;83140,7;23541;17997;11;0
B;4.20.2013;15;5324.83;83140,7;23541;17997;11;0
B;4.20.2013;16;3595.36;83140,7;23541;17997;11;0
B;4.20.2013;17;5547.26;83140,7;23541;17997;11;0
B;4.20.2013;18;4075.49;83140,7;23541;17997;11;0
B;4.20.2013;19;5733.73;83140,7;23541;17997;11;0
B;4.20.2013;20;3653.32;83140,7;23541;17997;11;0
B;4.20.2013;21;4116.98;83140,7;23541;17997;11;0
B;4.21.2013;10;25.73;83886,04;23541;17997;11;3
B;4.21.2013;11;452.15;83886,04;23541;17997;11;3
B;4.21.2013;12;1661.17;83886,04;23541;17997;11;3
B;4.21.2013;13;2169.33;83886,04;23541;17997;11;3
B;4.21.2013;14;4025.28;83886,04;23541;17997;11;3
B;4.21.2013;15;5154.12;83886,04;23541;17997;11;3
B;4.21.2013;16;3163.12;83886,04;23541;17997;11;3
B;4.21.2013;17;3913.15;83886,04;23541;17997;11;3
B;4.21.2013;18;4330.95;83886,04;23541;17997;11;3
B;4.21.2013;19;3980.6;83886,04;23541;17997;11;3
B;4.21.2013;20;4407.38;83886,04;23541;17997;11;3
B;4.21.2013;21;2464.3;83886,04;23541;17997;11;3
B;4.22.2013;10;32.94;83886,04;23544;18048;12;3
B;4.22.2013;11;547.24;83886,04;23544;18048;12;3
B;4.22.2013;12;1274.73;83886,04;23544;18048;12;3
B;4.22.2013;13;1323.22;83886,04;23544;18048;12;3
B;4.22.2013;14;2649.35;83886,04;23544;18048;12;3
B;4.22.2013;15;1429.75;83886,04;23544;18048;12;3
B;4.22.2013;16;2997.3;83886,04;23544;18048;12;3
B;4.22.2013;17;996.3;83886,04;23544;18048;12;3
B;4.22.2013;18;2796.55;83886,04;23544;18048;12;3
B;4.22.2013;19;2527.05;83886,04;23544;18048;12;3
B;4.22.2013;20;1718.81;83886,04;23544;18048;12;3
B;4.22.2013;21;841.07;83886,04;23544;18048;12;3
B;4.23.2013;10;207.68;84083,08;23544;18048;11;3
B;4.23.2013;11;488.05;84083,08;23544;18048;11;3
B;4.23.2013;12;1008.44;84083,08;23544;18048;11;3
B;4.23.2013;13;3299.56;84083,08;23544;18048;11;3
B;4.23.2013;14;3113.97;84083,08;23544;18048;11;3
B;4.23.2013;15;2194.58;84083,08;23544;18048;11;3
B;4.23.2013;16;5010.43;84083,08;23544;18048;11;3
B;4.23.2013;17;2847.16;84083,08;23544;18048;11;3
B;4.23.2013;18;3348.4;84083,08;23544;18048;11;3
B;4.23.2013;19;2595.43;84083,08;23544;18048;11;3
B;4.23.2013;20;4356.28;84083,08;23544;18048;11;3
B;4.23.2013;21;2352.16;84083,08;23544;18048;11;3
B;4.24.2013;10;0;84199,56;23482;18066;13;0
B;4.24.2013;11;1047.65;84199,56;23482;18066;13;0
B;4.24.2013;12;1205.27;84199,56;23482;18066;13;0
B;4.24.2013;13;1154.78;84199,56;23482;18066;13;0
B;4.24.2013;14;2739.15;84199,56;23482;18066;13;0
B;4.24.2013;15;2294.63;84199,56;23482;18066;13;0
B;4.24.2013;16;3844.92;84199,56;23482;18066;13;0
B;4.24.2013;17;1855.08;84199,56;23482;18066;13;0
B;4.24.2013;18;2927.37;84199,56;23482;18066;13;0
B;4.24.2013;19;1846.1;84199,56;23482;18066;13;0
B;4.24.2013;20;1947;84199,56;23482;18066;13;0
B;4.24.2013;21;2452.98;84199,56;23482;18066;13;0
B;4.25.2013;10;202.01;84975,19;23540;18022;16;0
B;4.25.2013;11;983.94;84975,19;23540;18022;16;0
B;4.25.2013;12;334.58;84975,19;23540;18022;16;0
B;4.25.2013;13;284.26;84975,19;23540;18022;16;0
B;4.25.2013;14;803.39;84975,19;23540;18022;16;0
B;4.25.2013;15;2680.71;84975,19;23540;18022;16;0
